ensembl_gene_id	gene_sym	ncbi_gene_id	ncbi_gene_sym
ENSG00000278189	RNA5-8SN3	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8SN5	109910381	RNA5-8SN3
ENSG00000278189	RNA5-8S5	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8SN4	109864274	RNA5-8SN4
ENSG00000278189	RNA5-8S4	109864274	RNA5-8SN4
ENSG00000278189	RNA5-8SN3	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8SN3	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8SN2	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8SN1	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8SN5	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8S5	109864274	RNA5-8SN4
ENSG00000278189	RNA5-8SN2	109910381	RNA5-8SN3
ENSG00000278189	RNA5-8SN2	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8S5	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8S5	109910381	RNA5-8SN3
ENSG00000278189	RNA5-8SN3	109910381	RNA5-8SN3
ENSG00000278189	RNA5-8SN2	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8S5	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8SN4	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8SN3	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8SN4	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8SN1	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8SN2	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8SN5	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8SN4	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8SN1	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8SN5	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8SN1	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8S4	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8SN5	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8S4	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8S4	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8SN4	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8S4	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8SN1	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8SN3	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8SN5	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8S5	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8SN4	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8S4	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8SN3	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8SN3	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8SN2	100008587	RNA5-8SN5
ENSG00000275757	RNA5-8SN1	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8SN5	109864281	RNA5-8SN2
ENSG00000275757	RNA5-8S5	109864274	RNA5-8SN4
ENSG00000275757	RNA5-8SN2	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8SN2	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8S5	106632260	RNA5-8SN1
ENSG00000275757	RNA5-8S5	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8SN3	109910381	RNA5-8SN3
ENSG00000275757	RNA5-8SN2	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8S5	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8SN4	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8SN3	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8SN4	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8SN1	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8SN2	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8SN5	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8SN4	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8SN1	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8SN5	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8SN1	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8S4	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8SN5	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8S4	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8S4	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8SN4	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8S4	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8SN1	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8SN3	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8SN5	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8S5	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8SN4	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8S4	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8SN3	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8SN3	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8SN2	100008587	RNA5-8SN5
ENSG00000273730	RNA5-8SN1	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8SN5	109864281	RNA5-8SN2
ENSG00000273730	RNA5-8S5	109864274	RNA5-8SN4
ENSG00000273730	RNA5-8SN2	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8SN2	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8S5	106632260	RNA5-8SN1
ENSG00000273730	RNA5-8S5	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8SN3	109910381	RNA5-8SN3
ENSG00000273730	RNA5-8SN2	109864274	RNA5-8SN4
ENSG00000237847	FAM231A	644634	FAM231D
ENSG00000237847	FAM231A	100996741	LOC100996741
ENSG00000237847	FAM231A	102723383	FAM231A
ENSG00000237847	FAM231A	729587	FAM231C
ENSG00000237847	FAM231A	729574	FAM231AP
ENSG00000281709	ZNF197	110354863	ZNF660-ZNF197
ENSG00000281709	ZNF197	10168	ZNF197
ENSG00000284573	BAGE3	85318	BAGE3
ENSG00000284573	BAGE3	85319	BAGE2
ENSG00000282566	PRAMEF25	645359	PRAMEF26
ENSG00000282566	PRAMEF25	441873	PRAMEF25
ENSG00000282741	PRAMEF13	729528	PRAMEF14
ENSG00000282741	PRAMEF13	65121	PRAMEF1
ENSG00000282741	PRAMEF13	65122	PRAMEF2
ENSG00000282741	PRAMEF13	400736	PRAMEF13
ENSG00000282902	LGALS7B	653499	LGALS7B
ENSG00000282902	LGALS7B	3963	LGALS7
ENSG00000283082	LGALS7	653499	LGALS7B
ENSG00000283082	LGALS7	3963	LGALS7
ENSG00000284282	POLR3E	101060521	LOC101060521
ENSG00000284282	POLR3E	55718	POLR3E
ENSG00000283835	VWA3A	146177	VWA3A
ENSG00000283835	VWA3A	101930115	LOC101930115
ENSG00000284487	C16ORF52	730094	C16ORF52
ENSG00000284487	C16ORF52	102725138	LOC102725138
ENSG00000280905	CYP2D6	1565	CYP2D6
ENSG00000280905	CYP2D6	107987478	LOC107987478
ENSG00000280905	CYP2D6	107987479	LOC107987479
ENSG00000282773	GOLGA8Q	727909	GOLGA8Q
ENSG00000282773	GOLGA8Q	728047	GOLGA8O
ENSG00000284076	GOLGA8T	653075	GOLGA8T
ENSG00000284076	GOLGA8T	653125	GOLGA8K
ENSG00000283348	PRAMEF25	645359	PRAMEF26
ENSG00000283348	PRAMEF25	441873	PRAMEF25
ENSG00000282966	CYP2D6	1565	CYP2D6
ENSG00000282966	CYP2D6	107987478	LOC107987478
ENSG00000282966	CYP2D6	107987479	LOC107987479
ENSG00000283284	CYP2D6	1565	CYP2D6
ENSG00000283284	CYP2D6	107987478	LOC107987478
ENSG00000283284	CYP2D6	107987479	LOC107987479
