Gene stable ID	HGNC symbol	Gene name	NCBI gene ID
ENSG00000166741	NNMT	NNMT	4837
ENSG00000160446	ZDHHC12	ZDHHC12	84885
ENSG00000204449	TRIM49C	TRIM49C	642612
ENSG00000101605	MYOM1	MYOM1	8736
ENSG00000253626	EIF5AL1	EIF5AL1	143244
ENSG00000186665	C17orf58	C17orf58	284018
ENSG00000148291	SURF2	SURF2	6835
ENSG00000133818	RRAS2	RRAS2	22800
ENSG00000226384	GTF2H4	GTF2H4	2968
ENSG00000178591	DEFB125	DEFB125	245938
ENSG00000198863	RUNDC1	RUNDC1	146923
ENSG00000233692	C4B-AS1	C4B-AS1	102060414
ENSG00000256671	LIMS4	LIMS4	100288695
ENSG00000151892	GFRA1	GFRA1	2674
ENSG00000170264	FAM161A	FAM161A	84140
ENSG00000182963	GJC1	GJC1	10052
ENSG00000197933	ZNF823	ZNF823	55552
ENSG00000231163	CSMD2-AS1	CSMD2-AS1	402779
ENSG00000189184	PCDH18	PCDH18	54510
ENSG00000138085	ATRAID	ATRAID	51374
ENSG00000148303	RPL7A	RPL7A	6130
ENSG00000167178	ISLR2	ISLR2	57611
ENSG00000280650	KCNIP4-IT1	KCNIP4-IT1	359822
ENSG00000196655	TRAPPC4	TRAPPC4	51399
ENSG00000081138	CDH7	CDH7	1005
ENSG00000014914	MTMR11	MTMR11	10903
ENSG00000280515		SALRNA2	104548973
ENSG00000281264		SALRNA3	104548972
ENSG00000118181	RPS25	RPS25	6230
ENSG00000134262	AP4B1	AP4B1	10717
ENSG00000133243	BTBD2	BTBD2	55643
ENSG00000181938	GINS3	GINS3	64785
ENSG00000113716	HMGXB3	HMGXB3	22993
ENSG00000142002	DPP9	DPP9	91039
ENSG00000231690	LINC00574	LINC00574	80069
ENSG00000176909	MAMSTR	MAMSTR	284358
ENSG00000096150	RPS18	RPS18	6222
ENSG00000105991	HOXA1	HOXA1	3198
ENSG00000182795	C1orf116	C1orf116	79098
ENSG00000067533	RRP15	RRP15	51018
ENSG00000171051	FPR1	FPR1	2357
ENSG00000274495	LENG9	LENG9	94059
ENSG00000278116	KIR2DL5A	KIR2DL5A	57292
ENSG00000164082	GRM2	GRM2	2912
ENSG00000269858	EGLN2	EGLN2	112398
ENSG00000160683	CXCR5	CXCR5	643
ENSG00000121903	ZSCAN20	ZSCAN20	7579
ENSG00000225526	MKRN2OS	MKRN2OS	100129480
ENSG00000156374	PCGF6	PCGF6	84108
ENSG00000236668		AC006450.3	100505588
ENSG00000243003	LY6G6F	LY6G6F	259215
ENSG00000206427	PRRC2A	PRRC2A	7916
ENSG00000183570	PCBP3	PCBP3	54039
ENSG00000233602	ERI3-IT1	ERI3-IT1	100874278
ENSG00000196968	FUT11	FUT11	170384
ENSG00000138798	EGF	EGF	1950
ENSG00000087191	PSMC5	PSMC5	5705
ENSG00000126698	DNAJC8	DNAJC8	22826
ENSG00000254415	SIGLEC14	SIGLEC14	100049587
ENSG00000183718	TRIM52	TRIM52	84851
ENSG00000282269	PRR4	PRR4	11272
ENSG00000244247	LINC01995	LINC01995	105374244
ENSG00000281450	PANDAR	PANDAR	101154753
ENSG00000143442	POGZ	POGZ	23126
ENSG00000197013	ZNF429	ZNF429	353088
ENSG00000206484	NRM	NRM	11270
ENSG00000123342	MMP19	MMP19	4327
ENSG00000229274		AL662860.1	105375009
ENSG00000138650	PCDH10	PCDH10	57575
ENSG00000164284	GRPEL2	GRPEL2	134266
ENSG00000215881	LINC02337	LINC02337	105370369
ENSG00000101577	LPIN2	LPIN2	9663
ENSG00000141449	GREB1L	GREB1L	80000
ENSG00000234803	FAM197Y2	FAM197Y2	252946
ENSG00000234803	FAM197Y2	FAM197Y2	100289188
ENSG00000234803	FAM197Y2	FAM197Y2	105379268
ENSG00000234803	FAM197Y2	FAM197Y2	105379269
ENSG00000227500	SCAMP4	SCAMP4	113178
ENSG00000143303	RRNAD1	RRNAD1	51093
ENSG00000153495	TEX29	TEX29	121793
ENSG00000151967	SCHIP1	SCHIP1	29970
ENSG00000115947	ORC4	ORC4	5000
ENSG00000216937	CCDC7	CCDC7	79741
ENSG00000204397	CARD16	CARD16	114769
ENSG00000232569	GABBR1	GABBR1	2550
ENSG00000128833	MYO5C	MYO5C	55930
ENSG00000229494		AC012494.1	101927948
ENSG00000180383	DEFB124	DEFB124	245937
ENSG00000262097	LINC02185	LINC02185	101927311
ENSG00000105479	CCDC114	CCDC114	93233
ENSG00000279331	RBM12B-AS1	RBM12B-AS1	55472
ENSG00000123815	COQ8B	COQ8B	79934
ENSG00000274488	LY6H	LY6H	4062
ENSG00000086544	ITPKC	ITPKC	80271
ENSG00000270806	C17orf50	C17orf50	146853
ENSG00000136881	BAAT	BAAT	570
ENSG00000063601	MTMR1	MTMR1	8776
ENSG00000143514	TP53BP2	TP53BP2	7159
ENSG00000166863	TAC3	TAC3	6866
ENSG00000148215	OR5C1	OR5C1	392391
ENSG00000174358	SLC6A19	SLC6A19	340024
ENSG00000171501	OR1N2	OR1N2	138882
ENSG00000160716	CHRNB2	CHRNB2	1141
ENSG00000134285	FKBP11	FKBP11	51303
ENSG00000168781	PPIP5K1	PPIP5K1	9677
ENSG00000206127	GOLGA8O	GOLGA8O	728047
ENSG00000229653	ZNRD1ASP	ZNRD1ASP	80862
ENSG00000171195	MUC7	MUC7	4589
ENSG00000178038	ALS2CL	ALS2CL	259173
ENSG00000125378	BMP4	BMP4	652
ENSG00000066697	MSANTD3	MSANTD3	91283
ENSG00000225691	HLA-C	HLA-C	3107
ENSG00000137171	KLC4	KLC4	89953
ENSG00000105808	RASA4	RASA4	10156
ENSG00000105808	RASA4	RASA4	102724229
ENSG00000095627	TDRD1	TDRD1	56165
ENSG00000167676	PLIN4	PLIN4	729359
ENSG00000128000	ZNF780B	ZNF780B	163131
ENSG00000226240	LINC00381	LINC00381	100874151
ENSG00000109819	PPARGC1A	PPARGC1A	10891
ENSG00000276785	PRSS58	PRSS58	136541
ENSG00000198774	RASSF9	RASSF9	9182
ENSG00000154781	CCDC174	CCDC174	51244
ENSG00000232684	ATP11A-AS1	ATP11A-AS1	100874205
ENSG00000146021	KLHL3	KLHL3	26249
ENSG00000070601	FRMPD1	FRMPD1	22844
ENSG00000180318	ALX1	ALX1	8092
ENSG00000224116	INHBA-AS1	INHBA-AS1	285954
ENSG00000256870	SLC5A8	SLC5A8	160728
ENSG00000237802	FAM197Y6	FAM197Y6	105379270
ENSG00000102317	RBM3	RBM3	5935
ENSG00000173826	KCNH6	KCNH6	81033
ENSG00000126952	NXF5	NXF5	55998
ENSG00000107371	EXOSC3	EXOSC3	51010
ENSG00000184163	C1QTNF12	C1QTNF12	388581
ENSG00000203697	CAPN8	CAPN8	388743
ENSG00000100652	SLC10A1	SLC10A1	6554
ENSG00000226083	SLC39A12-AS1	SLC39A12-AS1	100129213
ENSG00000253967		AC022730.4	101926892
ENSG00000166855	CLPX	CLPX	10845
ENSG00000261667	LY6L	LY6L	101928108
ENSG00000256422	LINC02552	LINC02552	102723895
ENSG00000174243	DDX23	DDX23	9416
ENSG00000229328	OR2W1	OR2W1	26692
ENSG00000169876	MUC17	MUC17	140453
ENSG00000186675	MAGEE2	MAGEE2	139599
ENSG00000283473	FAM240A	FAM240A	100132146
ENSG00000172869	DMXL1	DMXL1	1657
ENSG00000115364	MRPL19	MRPL19	9801
ENSG00000171101	SIGLEC17P	SIGLEC17P	284367
ENSG00000151572	ANO4	ANO4	121601
ENSG00000277363	SRCIN1	SRCIN1	80725
ENSG00000174177	CTU2	CTU2	348180
ENSG00000233693		AL357568.1	100505795
ENSG00000204301	NOTCH4	NOTCH4	4855
ENSG00000251239		AC004590.1	101927253
ENSG00000109171	SLAIN2	SLAIN2	57606
ENSG00000147596	PRDM14	PRDM14	63978
ENSG00000165474	GJB2	GJB2	2706
ENSG00000212747	RTL8B	RTL8B	441518
ENSG00000156009	MAGEA8	MAGEA8	4107
ENSG00000165806	CASP7	CASP7	840
ENSG00000140280	LYSMD2	LYSMD2	256586
ENSG00000108001	EBF3	EBF3	253738
ENSG00000169946	ZFPM2	ZFPM2	23414
ENSG00000227046	DAXX	DAXX	1616
ENSG00000127528	KLF2	KLF2	10365
ENSG00000151470	C4orf33	C4orf33	132321
ENSG00000180251	SLC9A4	SLC9A4	389015
ENSG00000215378	DEFT1P	DEFT1P	170949
ENSG00000215378	DEFT1P	DEFT1P	100287083
ENSG00000236091	LINC02243	LINC02243	340581
ENSG00000184785	SMIM10	SMIM10	644538
ENSG00000236719	OVAAL	OVAAL	148756
ENSG00000128872	TMOD2	TMOD2	29767
ENSG00000181617	FDCSP	FDCSP	260436
ENSG00000149534	MS4A2	MS4A2	2206
ENSG00000100209	HSCB	HSCB	150274
ENSG00000107960	STN1	STN1	79991
ENSG00000104549	SQLE	SQLE	6713
ENSG00000187391	MAGI2	MAGI2	9863
ENSG00000151466	SCLT1	SCLT1	132320
ENSG00000197520	FAM177B	FAM177B	400823
ENSG00000174837	ADGRE1	ADGRE1	2015
ENSG00000125485	DDX31	DDX31	64794
ENSG00000249128	LINC02215	LINC02215	102467225
ENSG00000225877	PSG8-AS1	PSG8-AS1	100289650
ENSG00000204659	CBY3	CBY3	646019
ENSG00000185926	OR4C46	OR4C46	119749
ENSG00000188559	RALGAPA2	RALGAPA2	57186
ENSG00000130948	HSD17B3	HSD17B3	3293
ENSG00000231225	MICA	MICA	100507436
ENSG00000273061	CDC37L1-AS1	CDC37L1-AS1	101929351
ENSG00000084628	NKAIN1	NKAIN1	79570
ENSG00000178950	GAK	GAK	2580
ENSG00000196323	ZBTB44	ZBTB44	29068
ENSG00000107281	NPDC1	NPDC1	56654
ENSG00000106803	SEC61B	SEC61B	10952
ENSG00000122971	ACADS	ACADS	35
ENSG00000145868	FBXO38	FBXO38	81545
ENSG00000230700	CSNK2B	CSNK2B	1460
ENSG00000033327	GAB2	GAB2	9846
ENSG00000233954	UQCRHL	UQCRHL	440567
ENSG00000108523	RNF167	RNF167	26001
ENSG00000127318	IL22	IL22	50616
ENSG00000282456	LINC02210-CRHR1	LINC02210-CRHR1	1394
ENSG00000282456	LINC02210-CRHR1	LINC02210-CRHR1	104909134
ENSG00000130561	SAG	SAG	6295
ENSG00000163069	SGCB	SGCB	6443
ENSG00000149201	CCDC81	CCDC81	60494
ENSG00000087085	ACHE	ACHE	43
ENSG00000037897	METTL1	METTL1	4234
ENSG00000205659	LIN52	LIN52	91750
ENSG00000169299	PGM2	PGM2	55276
ENSG00000274611	TBC1D3	TBC1D3	729873
ENSG00000155380	SLC16A1	SLC16A1	6566
ENSG00000274419	TBC1D3D	TBC1D3D	101060389
ENSG00000114867	EIF4G1	EIF4G1	1981
ENSG00000079557	AFM	AFM	173
ENSG00000104866	PPP1R37	PPP1R37	284352
ENSG00000237825	RGL2	RGL2	5863
ENSG00000230923	LINC00309	LINC00309	150992
ENSG00000266573		AC018697.1	105372028
ENSG00000245857		GS1-24F4.2	100652791
ENSG00000167618	LAIR2	LAIR2	3904
ENSG00000147905	ZCCHC7	ZCCHC7	84186
ENSG00000111325	OGFOD2	OGFOD2	79676
ENSG00000108344	PSMD3	PSMD3	5709
ENSG00000187033	SAMD7	SAMD7	344658
ENSG00000117152	RGS4	RGS4	5999
ENSG00000263317	LINC01982	LINC01982	105371830
ENSG00000176919	C8G	C8G	733
ENSG00000230763	HLA-DPB1	HLA-DPB1	3115
ENSG00000050767	COL23A1	COL23A1	91522
ENSG00000128513	POT1	POT1	25913
ENSG00000112210	RAB23	RAB23	51715
ENSG00000128928	IVD	IVD	3712
ENSG00000187837	HIST1H1C	HIST1H1C	3006
ENSG00000173578	XCR1	XCR1	2829
ENSG00000255282	WTAPP1	WTAPP1	100288077
ENSG00000241674	HLA-DMB	HLA-DMB	3109
ENSG00000213022	KLK9	KLK9	284366
ENSG00000172742	OR4D9	OR4D9	390199
ENSG00000140332	TLE3	TLE3	7090
ENSG00000184305	CCSER1	CCSER1	401145
ENSG00000158545	ZC3H18	ZC3H18	124245
ENSG00000244041	LINC01011	LINC01011	401232
ENSG00000233930	KRTAP5-AS1	KRTAP5-AS1	338651
ENSG00000266405		CBX3P2	645158
ENSG00000139648	KRT71	KRT71	112802
ENSG00000157782	CABP1	CABP1	9478
ENSG00000251072	LMNB1-DT	LMNB1-DT	102723557
ENSG00000146856	AGBL3	AGBL3	340351
ENSG00000101333	PLCB4	PLCB4	5332
ENSG00000175567	UCP2	UCP2	7351
ENSG00000198563	DDX39B	DDX39B	7919
ENSG00000176386	CDC26	CDC26	246184
ENSG00000206435	HLA-C	HLA-C	3107
ENSG00000136867	SLC31A2	SLC31A2	1318
ENSG00000075826	SEC31B	SEC31B	25956
ENSG00000115368	WDR75	WDR75	84128
ENSG00000179695	OR6C2	OR6C2	341416
ENSG00000115525	ST3GAL5	ST3GAL5	8869
ENSG00000151366	NDUFC2	NDUFC2	4718
ENSG00000147100	SLC16A2	SLC16A2	6567
ENSG00000169018	FEM1B	FEM1B	10116
ENSG00000127452	FBXL12	FBXL12	54850
ENSG00000198851	CD3E	CD3E	916
ENSG00000237476	LINC01637	LINC01637	101928891
ENSG00000164556	FAM183BP	FAM183BP	340286
ENSG00000165704	HPRT1	HPRT1	3251
ENSG00000129354	AP1M2	AP1M2	10053
ENSG00000261713	SSTR5-AS1	SSTR5-AS1	146336
ENSG00000118985	ELL2	ELL2	22936
ENSG00000079432	CIC	CIC	23152
ENSG00000203772	SPRN	SPRN	503542
ENSG00000204262	COL5A2	COL5A2	1290
ENSG00000238196	NOTCH4	NOTCH4	4855
ENSG00000265203	RBP3	RBP3	5949
ENSG00000004897	CDC27	CDC27	996
ENSG00000130396	AFDN	AFDN	4301
ENSG00000205329	OR6C3	OR6C3	254786
ENSG00000135077	HAVCR2	HAVCR2	84868
ENSG00000187754	SSX7	SSX7	280658
ENSG00000115590	IL1R2	IL1R2	7850
ENSG00000169213	RAB3B	RAB3B	5865
ENSG00000258667	HIF1A-AS2	HIF1A-AS2	105370526
ENSG00000117069	ST6GALNAC5	ST6GALNAC5	81849
ENSG00000234492	RPL34-AS1	RPL34-AS1	285456
ENSG00000137642	SORL1	SORL1	6653
ENSG00000076201	PTPN23	PTPN23	25930
ENSG00000184210	DGAT2L6	DGAT2L6	347516
ENSG00000259572	LINC01491	LINC01491	101928442
ENSG00000229181	OR12D3	OR12D3	81797
ENSG00000183527	PSMG1	PSMG1	8624
ENSG00000225550	OR2J2	OR2J2	26707
ENSG00000140945	CDH13	CDH13	1012
ENSG00000161850	KRT82	KRT82	3888
ENSG00000146281	PM20D2	PM20D2	135293
ENSG00000177098	SCN4B	SCN4B	6330
ENSG00000151148	UBE3B	UBE3B	89910
ENSG00000131409	LRRC4B	LRRC4B	94030
ENSG00000261744		AC116552.1	100128882
ENSG00000181013	C17orf47	C17orf47	284083
ENSG00000072786	STK10	STK10	6793
ENSG00000205090	TMEM240	TMEM240	339453
ENSG00000142484	TM4SF5	TM4SF5	9032
ENSG00000233772	HCG25	HCG25	414765
ENSG00000176231	OR10H4	OR10H4	126541
ENSG00000121775	TMEM39B	TMEM39B	55116
ENSG00000186417	GLDN	GLDN	342035
ENSG00000228853	NEGR1-IT1	NEGR1-IT1	100852409
ENSG00000184991	TTTY13	TTTY13	83868
ENSG00000018699	TTC27	TTC27	55622
ENSG00000172362	OR5B12	OR5B12	390191
ENSG00000280789	PAGR1	PAGR1	79447
ENSG00000229425		AJ009632.2	101927745
ENSG00000229425		AJ009632.2	105369302
ENSG00000236404	VLDLR-AS1	VLDLR-AS1	401491
ENSG00000115129	TP53I3	TP53I3	9540
ENSG00000171469	ZNF561	ZNF561	93134
ENSG00000134259	NGF	NGF	4803
ENSG00000242671	LINC02010	LINC02010	101927866
ENSG00000107611	CUBN	CUBN	8029
ENSG00000281991	TMEM265	TMEM265	100862671
ENSG00000152443	ZNF776	ZNF776	284309
ENSG00000077549	CAPZB	CAPZB	832
ENSG00000185615	PDIA2	PDIA2	64714
ENSG00000144847	IGSF11	IGSF11	152404
ENSG00000142273	CBLC	CBLC	23624
ENSG00000135477	KRT87P	KRT87P	85349
ENSG00000204227	RING1	RING1	6015
ENSG00000279516	FAM230C	FAM230C	26080
ENSG00000234265	LINC01723	LINC01723	100505515
ENSG00000183172	SMDT1	SMDT1	91689
ENSG00000121053	EPX	EPX	8288
ENSG00000137693	YAP1	YAP1	10413
ENSG00000108846	ABCC3	ABCC3	8714
ENSG00000276581	SPATA31A5	SPATA31A5	727905
ENSG00000170364	SETMAR	SETMAR	6419
ENSG00000139679	LPAR6	LPAR6	10161
ENSG00000276876	MYT1	MYT1	4661
ENSG00000196092	PAX5	PAX5	5079
ENSG00000226374	LINC01345	LINC01345	105376672
ENSG00000164512	ANKRD55	ANKRD55	79722
ENSG00000162433	AK4	AK4	205
ENSG00000196914	ARHGEF12	ARHGEF12	23365
ENSG00000111981	ULBP1	ULBP1	80329
ENSG00000169744	LDB2	LDB2	9079
ENSG00000186230	ZNF749	ZNF749	388567
ENSG00000112486	CCR6	CCR6	1235
ENSG00000196378	ZNF34	ZNF34	80778
ENSG00000167100	SAMD14	SAMD14	201191
ENSG00000110318	CEP126	CEP126	57562
ENSG00000185565	LSAMP	LSAMP	4045
ENSG00000086666	ZFAND6	ZFAND6	54469
ENSG00000236039		AC019117.1	101927630
ENSG00000267272	LINC01140	LINC01140	339524
ENSG00000129465	RIPK3	RIPK3	11035
ENSG00000153936	HS2ST1	HS2ST1	9653
ENSG00000048140	TSPAN17	TSPAN17	26262
ENSG00000164638	SLC29A4	SLC29A4	222962
ENSG00000117054	ACADM	ACADM	34
ENSG00000233151	CYP21A2	CYP21A2	1589
ENSG00000136573	BLK	BLK	640
ENSG00000127948	POR	POR	5447
ENSG00000151532	VTI1A	VTI1A	143187
ENSG00000107949	BCCIP	BCCIP	56647
ENSG00000116574	RHOU	RHOU	58480
ENSG00000270339		AC243756.1	105371242
ENSG00000105248	CCDC94	CCDC94	55702
ENSG00000283709	FAM238C	FAM238C	387644
ENSG00000224736	HLA-V	HLA-V	352962
ENSG00000119673	ACOT2	ACOT2	10965
ENSG00000106541	AGR2	AGR2	10551
ENSG00000152700	SAR1B	SAR1B	51128
ENSG00000153933	DGKE	DGKE	8526
ENSG00000161267	BDH1	BDH1	622
ENSG00000134830	C5AR2	C5AR2	27202
ENSG00000167984	NLRC3	NLRC3	197358
ENSG00000234278	PRR20E	PRR20E	729250
ENSG00000234278	PRR20E	PRR20E	105370298
ENSG00000081059	TCF7	TCF7	6932
ENSG00000150540	HNMT	HNMT	3176
ENSG00000271538	LINC02427	LINC02427	105377585
ENSG00000074935	TUBE1	TUBE1	51175
ENSG00000183020	AP2A2	AP2A2	161
ENSG00000004975	DVL2	DVL2	1856
ENSG00000248498	ASNSP1	ASNSP1	389652
ENSG00000258083	OR9A4	OR9A4	130075
ENSG00000257138	TAS2R38	TAS2R38	5726
ENSG00000166192	SENP8	SENP8	123228
ENSG00000065029	ZNF76	ZNF76	7629
ENSG00000258609	LINC-ROR	LINC-ROR	100885779
ENSG00000137767	SQOR	SQOR	58472
ENSG00000256537	SMIM10L1	SMIM10L1	100129361
ENSG00000282648		AC243657.3	100289656
ENSG00000283093	CENPVL2	CENPVL2	389857
ENSG00000283093	CENPVL2	CENPVL2	441495
ENSG00000224641	HCG20	HCG20	105375013
ENSG00000188038	NRN1L	NRN1L	123904
ENSG00000116299	KIAA1324	KIAA1324	57535
ENSG00000141456	PELP1	PELP1	27043
ENSG00000013573	DDX11	DDX11	1663
ENSG00000171681	ATF7IP	ATF7IP	55729
ENSG00000101856	PGRMC1	PGRMC1	10857
ENSG00000103226	NOMO3	NOMO3	408050
ENSG00000095464	PDE6C	PDE6C	5146
ENSG00000223355	NOTCH4	NOTCH4	4855
ENSG00000136048	DRAM1	DRAM1	55332
ENSG00000116266	STXBP3	STXBP3	6814
ENSG00000228789	HCG22	HCG22	285834
ENSG00000237093	HCG22	HCG22	285834
ENSG00000138207	RBP4	RBP4	5950
ENSG00000138180	CEP55	CEP55	55165
ENSG00000235030	IER3	IER3	8870
ENSG00000278174	NSF	NSF	4905
ENSG00000255521		AL356215.1	100507144
ENSG00000275793	RIMBP3	RIMBP3	85376
ENSG00000110315	RNF141	RNF141	50862
ENSG00000224910	LINC01766	LINC01766	102723617
ENSG00000179412	HNRNPCL4	HNRNPCL4	101060301
ENSG00000122862	SRGN	SRGN	5552
ENSG00000204684		AL133464.1	284788
ENSG00000171155	C1GALT1C1	C1GALT1C1	29071
ENSG00000250781		AC024022.1	105374428
ENSG00000248672	LY75-CD302	LY75-CD302	100526664
ENSG00000270629	NBPF14	NBPF14	25832
ENSG00000270629	NBPF14	NBPF14	100996717
ENSG00000270629	NBPF14	NBPF14	100996763
ENSG00000142347	MYO1F	MYO1F	4542
ENSG00000117543	DPH5	DPH5	51611
ENSG00000261994	WEE2-AS1	WEE2-AS1	285962
ENSG00000134697	GNL2	GNL2	29889
ENSG00000158869	FCER1G	FCER1G	2207
ENSG00000160801	PTH1R	PTH1R	5745
ENSG00000274336	CDIP1	CDIP1	29965
ENSG00000126522	ASL	ASL	435
ENSG00000023839	ABCC2	ABCC2	1244
ENSG00000153904	DDAH1	DDAH1	23576
ENSG00000001629	ANKIB1	ANKIB1	54467
ENSG00000229488	PRRT1	PRRT1	80863
ENSG00000229488	PRRT1	PRRT1	100507547
ENSG00000235336	SLC44A4	SLC44A4	80736
ENSG00000145623	OSMR	OSMR	9180
ENSG00000165102	HGSNAT	HGSNAT	138050
ENSG00000177666	PNPLA2	PNPLA2	57104
ENSG00000204386	NEU1	NEU1	4758
ENSG00000137601	NEK1	NEK1	4750
ENSG00000163320	CGGBP1	CGGBP1	8545
ENSG00000241386	HLA-DOB	HLA-DOB	3112
ENSG00000144406	UNC80	UNC80	285175
ENSG00000163874	ZC3H12A	ZC3H12A	80149
ENSG00000168899	VAMP5	VAMP5	10791
ENSG00000131788	PIAS3	PIAS3	10401
ENSG00000162695	SLC30A7	SLC30A7	148867
ENSG00000231987	LINC01787	LINC01787	101928241
ENSG00000106477	CEP41	CEP41	95681
ENSG00000275190	UGT2B10	UGT2B10	7365
ENSG00000224514	LINC00620	LINC00620	285375
ENSG00000175264	CHST1	CHST1	8534
ENSG00000140832	MARVELD3	MARVELD3	91862
ENSG00000226913	BSN-AS2	BSN-AS2	100132677
ENSG00000127995	CASD1	CASD1	64921
ENSG00000281578	MAPT-AS1	MAPT-AS1	100128977
ENSG00000267057	LINC01905	LINC01905	102724698
ENSG00000119042	SATB2	SATB2	23314
ENSG00000156466	GDF6	GDF6	392255
ENSG00000173402	DAG1	DAG1	1605
ENSG00000066557	LRRC40	LRRC40	55631
ENSG00000160753	RUSC1	RUSC1	23623
ENSG00000236008	LINC01814	LINC01814	101929567
ENSG00000171956	FOXB1	FOXB1	27023
ENSG00000183833	MAATS1	MAATS1	89876
ENSG00000115183	TANC1	TANC1	85461
ENSG00000173610	UGT2A1	UGT2A1	10941
ENSG00000225488		AC092447.4	100240728
ENSG00000091317	CMTM6	CMTM6	54918
ENSG00000091656	ZFHX4	ZFHX4	79776
ENSG00000254300	LINC01111	LINC01111	101926978
ENSG00000021776	AQR	AQR	9716
ENSG00000082126	MPP4	MPP4	58538
ENSG00000153551	CMTM7	CMTM7	112616
ENSG00000146576	C7orf26	C7orf26	79034
ENSG00000101161	PRPF6	PRPF6	24148
ENSG00000220201	ZGLP1	ZGLP1	100125288
ENSG00000170581	STAT2	STAT2	6773
ENSG00000077092	RARB	RARB	5915
ENSG00000006468	ETV1	ETV1	2115
ENSG00000138670	RASGEF1B	RASGEF1B	153020
ENSG00000231290	APCDD1L-AS1	APCDD1L-AS1	149773
ENSG00000118965	WDR35	WDR35	57539
ENSG00000064012	CASP8	CASP8	841
ENSG00000137434	C6orf52	C6orf52	347744
ENSG00000124575	HIST1H1D	HIST1H1D	3007
ENSG00000087245	MMP2	MMP2	4313
ENSG00000243646	IL10RB	IL10RB	3588
ENSG00000145002	FAM86B2	FAM86B2	653333
ENSG00000198088	NUP62CL	NUP62CL	54830
ENSG00000205629	LCMT1	LCMT1	51451
ENSG00000149476	TKFC	TKFC	26007
ENSG00000160211	G6PD	G6PD	2539
ENSG00000143553	SNAPIN	SNAPIN	23557
ENSG00000109133	TMEM33	TMEM33	55161
ENSG00000121207	LRAT	LRAT	9227
ENSG00000282144	TBC1D3I	TBC1D3I	102724862
ENSG00000168172	HOOK3	HOOK3	84376
ENSG00000231133	HAR1B	HAR1B	768097
ENSG00000177000	MTHFR	MTHFR	4524
ENSG00000173281	PPP1R3B	PPP1R3B	79660
ENSG00000099308	MAST3	MAST3	23031
ENSG00000168505	GBX2	GBX2	2637
ENSG00000111291	GPRC5D	GPRC5D	55507
ENSG00000204930	FAM221B	FAM221B	392307
ENSG00000228080	HLA-DRB1	HLA-DRB1	3123
ENSG00000138495	COX17	COX17	10063
ENSG00000006634	DBF4	DBF4	10926
ENSG00000186973	FAM183A	FAM183A	440585
ENSG00000226674	TEX41	TEX41	401014
ENSG00000278210	KRTAP5-1	KRTAP5-1	387264
ENSG00000148926	ADM	ADM	133
ENSG00000273850	PPP2R3B	PPP2R3B	28227
ENSG00000104671	DCTN6	DCTN6	10671
ENSG00000176842	IRX5	IRX5	10265
ENSG00000153165	RGPD3	RGPD3	653489
ENSG00000229176	SAPCD1	SAPCD1	401251
ENSG00000278843	MMP28	MMP28	79148
ENSG00000267013	LINC01929	LINC01929	101927229
ENSG00000227533	SLC2A1-AS1	SLC2A1-AS1	440584
ENSG00000165891	E2F7	E2F7	144455
ENSG00000254349	MIR2052HG	MIR2052HG	441355
ENSG00000263263	KRTAP9-6	KRTAP9-6	100507608
ENSG00000236884	HLA-DRB1	HLA-DRB1	3123
ENSG00000180801	ARSJ	ARSJ	79642
ENSG00000275748	ARL17B	ARL17B	51326
ENSG00000275748	ARL17B	ARL17B	100506084
ENSG00000275748	ARL17B	ARL17B	100996709
ENSG00000230219	FAM92A1P2	FAM92A1P2	403315
ENSG00000102755	FLT1	FLT1	2321
ENSG00000233296		AC092159.2	105373354
ENSG00000127914	AKAP9	AKAP9	10142
ENSG00000186930	KRTAP6-2	KRTAP6-2	337967
ENSG00000165046	LETM2	LETM2	137994
ENSG00000188112	C6orf132	C6orf132	647024
ENSG00000203581	OR1F2P	OR1F2P	26184
ENSG00000165197	VEGFD	VEGFD	2277
ENSG00000178764	ZHX2	ZHX2	22882
ENSG00000188010	MORN2	MORN2	729967
ENSG00000281484	BTG3	BTG3	10950
ENSG00000126432	PRDX5	PRDX5	25824
ENSG00000120992	LYPLA1	LYPLA1	10434
ENSG00000166351	POTED	POTED	317754
ENSG00000163348	PYGO2	PYGO2	90780
ENSG00000235412	TTTY4B	TTTY4B	474149
ENSG00000015592	STMN4	STMN4	81551
ENSG00000108839	ALOX12	ALOX12	239
ENSG00000262542	KRTAP29-1	KRTAP29-1	100533177
ENSG00000100813	ACIN1	ACIN1	22985
ENSG00000163132	MSX1	MSX1	4487
ENSG00000275874	PICSAR	PICSAR	378825
ENSG00000204187	LINC00619	LINC00619	414260
ENSG00000138792	ENPEP	ENPEP	2028
ENSG00000166787	SAA3P	SAA3P	6290
ENSG00000257595	LINC02356	LINC02356	105369984
ENSG00000133135	RNF128	RNF128	79589
ENSG00000276433	KIR3DL3	KIR3DL3	115653
ENSG00000130741	EIF2S3	EIF2S3	1968
ENSG00000123388	HOXC11	HOXC11	3227
ENSG00000249641	HOXC13-AS	HOXC13-AS	100874366
ENSG00000232079	LINC01697	LINC01697	284825
ENSG00000260596	DUX4	DUX4	100288687
ENSG00000234945	GTF3C2-AS1	GTF3C2-AS1	100505624
ENSG00000168454	TXNDC2	TXNDC2	84203
ENSG00000135315	CEP162	CEP162	22832
