hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:20030	PTBP1P	polypyrimidine tract binding protein 1 pseudogene	pseudogene	pseudogene	Approved	14q23.3	14q23.3							2003-01-13			2014-11-19	122888	ENSG00000259078	OTTHUMG00000171170			NG_002328														PGOHUM00000248204											
HGNC:31718	PTCD2P1	pentatricopeptide repeat domain 2 pseudogene 1	pseudogene	pseudogene	Approved	14q11.2	14q11.2							2004-06-17			2014-11-19	100131302	ENSG00000258456	OTTHUMG00000170987			NG_022837														PGOHUM00000247728											
HGNC:45168	PTCD2P2	pentatricopeptide repeat domain 2 pseudogene 2	pseudogene	pseudogene	Approved	10q23.31	10q23.31							2013-02-28			2013-02-28	100132487	ENSG00000234256	OTTHUMG00000018704			NG_022186														PGOHUM00000238880											
HGNC:44945	PTCHD3P1	patched domain containing 3 pseudogene 1	pseudogene	pseudogene	Approved	10p11.23	10p11.23							2012-12-19			2014-08-07	387647	ENSG00000274985	OTTHUMG00000187781			NG_034006														PGOHUM00000238383											
HGNC:44946	PTCHD3P2	patched domain containing 3 pseudogene 2	pseudogene	pseudogene	Approved	2q31.1	02q31.1							2012-12-19			2012-12-19	100533664	ENSG00000231550	OTTHUMG00000154119			NG_028775														PGOHUM00000240419											
HGNC:44947	PTCHD3P3	patched domain containing 3 pseudogene 3	pseudogene	pseudogene	Approved	6q21	06q21							2012-12-19		2012-12-19	2014-02-12	100533665	ENSG00000219700	OTTHUMG00000015341			NG_028811														PGOHUM00000243323											
HGNC:9589	PTENP1	phosphatase and tensin homolog pseudogene 1	pseudogene	pseudogene	Approved	9p13.3	09p13.3	"PTEN2|psiPTEN|PTH2|PTEN-rs|PTENpg1"			phosphatase and tensin homolog pseudogene 1 (functional)	Transcribed pseudogenes with published function	859	1999-09-09		2016-01-29	2016-11-30	11191	ENSG00000237984	OTTHUMG00000000410		"AF023139|BC038293|BY797336"	NR_023917			"9393738|9620558|20577206"					613531														PTENP1			
HGNC:9597	PTGER4P1	prostaglandin E receptor 4 pseudogene 1	pseudogene	pseudogene	Approved	9p11.2	09p11.2				prostaglandin E receptor 4 (subtype EP4) pseudogene 1			1995-09-26		2015-11-16	2015-11-16	5735					NG_032179														PGOHUM00000236545											
HGNC:9598	PTGER4P2	prostaglandin E receptor 4 pseudogene 2	pseudogene	pseudogene	Approved	9q21.1	09q21.1				prostaglandin E receptor 4 (subtype EP4) pseudogene 2			1995-09-26		2015-11-16	2015-11-16	5736	ENSG00000184523	OTTHUMG00000058168			NG_046646																									
HGNC:38498	PTGER4P3	prostaglandin E receptor 4 pseudogene 3	pseudogene	pseudogene	Approved	9q21.11	09q21.11				prostaglandin E receptor 4 (subtype EP4) pseudogene 3			2010-05-18		2015-11-16	2015-11-16	100874378	ENSG00000239684	OTTHUMG00000058665			NG_032202																									
HGNC:43824	PTGES3P1	prostaglandin E synthase 3 pseudogene 1	pseudogene	pseudogene	Approved	1p22.2	01p22.2				prostaglandin E synthase 3 (cytosolic) pseudogene 1			2012-03-14		2016-06-27	2016-06-27	284672	ENSG00000234518	OTTHUMG00000010660			NG_007034																									
HGNC:43822	PTGES3P2	prostaglandin E synthase 3 pseudogene 2	pseudogene	pseudogene	Approved	2p23.3	02p23.3				prostaglandin E synthase 3 (cytosolic) pseudogene 2			2012-03-14		2016-06-27	2016-06-27	101929293	ENSG00000217643	OTTHUMG00000152177			NG_042890														PGOHUM00000240601											
HGNC:43823	PTGES3P3	prostaglandin E synthase 3 pseudogene 3	pseudogene	pseudogene	Approved	4q33	04q33				prostaglandin E synthase 3 (cytosolic) pseudogene 3			2012-03-14		2016-06-27	2016-06-27	441050	ENSG00000229204	OTTHUMG00000160905			NG_007035														PGOHUM00000245765											
HGNC:43825	PTGES3P4	prostaglandin E synthase 3 pseudogene 4	pseudogene	pseudogene	Approved	10q24.32	10q24.32				prostaglandin E synthase 3 (cytosolic) pseudogene 4			2012-03-14		2016-06-27	2016-06-27	106480775	ENSG00000236937	OTTHUMG00000018973			NG_043971														PGOHUM00000238907											
HGNC:43826	PTGES3P5	prostaglandin E synthase 3 pseudogene 5	pseudogene	pseudogene	Approved	10q25.1	10q25.1				prostaglandin E synthase 3 (cytosolic) pseudogene 5			2012-03-14		2016-06-27	2016-06-27	106480359	ENSG00000234544	OTTHUMG00000019021			NG_044738														PGOHUM00000238912											
HGNC:9624	PTMAP1	prothymosin alpha pseudogene 1	pseudogene	pseudogene	Approved	6p21.33	06p21.33	Em:AB023049.6			"prothymosin, alpha pseudogene 1 (gene sequence 26)|prothymosin, alpha pseudogene 1"			1991-12-11		2018-01-23	2018-01-23	5758	ENSG00000228415	OTTHUMG00000031235		S41692	NG_004833			1612591																						
HGNC:9625	PTMAP2	prothymosin alpha pseudogene 2	pseudogene	pseudogene	Approved	5q23.1	05q23.1				"prothymosin, alpha pseudogene 2 (gene sequence 32)|prothymosin, alpha pseudogene 2"			1991-12-11		2018-01-23	2018-01-23	5759	ENSG00000197744	OTTHUMG00000162960		S41694	NG_002765			1612591																						
HGNC:9626	PTMAP3	prothymosin alpha pseudogene 3	pseudogene	pseudogene	Approved	20p11.23	20p11.23				"prothymosin, alpha pseudogene 3 (gene sequence 34)|prothymosin, alpha pseudogene 3"			1991-12-11		2018-01-23	2018-01-23	5760	ENSG00000218902	OTTHUMG00000031954		S41695	NG_001180			1612591																						
HGNC:9627	PTMAP4	prothymosin alpha pseudogene 4	pseudogene	pseudogene	Approved	12p13.31	12p13.31				"prothymosin, alpha pseudogene 4 (gene sequence 112)|prothymosin, alpha pseudogene 4"			1991-12-11		2018-01-23	2018-01-23	5761	ENSG00000231503	OTTHUMG00000168331		S38624	NG_001181			1612591																						
HGNC:9628	PTMAP5	prothymosin alpha pseudogene 5	pseudogene	pseudogene	Approved	13q31.1	13q31.1		gene sequence 150		"prothymosin, alpha pseudogene 5 (gene sequence 150)|prothymosin, alpha pseudogene 5"			1991-12-11		2018-01-23	2018-01-23	150928	ENSG00000214182	OTTHUMG00000017147		S38627	NG_004798			1612591																						
HGNC:16573	PTMAP6	prothymosin alpha pseudogene 6	pseudogene	pseudogene	Approved	20q13.31	20q13.31	dJ539E24.2			prothymosin, alpha pseudogene 6			2001-09-17		2018-01-23	2018-01-23	170542	ENSG00000237000	OTTHUMG00000032804		AL121920	NG_001051																									
HGNC:20031	PTMAP7	prothymosin alpha pseudogene 7	pseudogene	pseudogene	Approved	14q32.12	14q32.12				prothymosin, alpha pseudogene 7			2003-01-13		2018-01-23	2018-01-23	326626					NG_002608																									
HGNC:42437	PTMAP8	prothymosin alpha pseudogene 8	pseudogene	pseudogene	Approved	3q13.31	03q13.31				prothymosin, alpha pseudogene 8			2011-07-27		2018-01-23	2018-01-23	728873	ENSG00000243014	OTTHUMG00000159348			NG_031895																									
HGNC:34054	PTMAP9	prothymosin alpha pseudogene 9	pseudogene	pseudogene	Approved	12p13.2	12p13.2							2018-08-03			2018-08-03	100506248	ENSG00000198134	OTTHUMG00000168539			XM_011520895																									
HGNC:53978	PTMAP10	prothymosin alpha pseudogene 10	pseudogene	pseudogene	Approved	7q33	07q33							2018-08-03			2018-08-07	442727	ENSG00000213237	OTTHUMG00000155876			NG_009434																									
HGNC:53979	PTMAP11	prothymosin alpha pseudogene 11	pseudogene	pseudogene	Approved	9q22.33	09q22.33							2018-08-03			2018-08-03	441454	ENSG00000269907	OTTHUMG00000020306			NR_028350																									
HGNC:53982	PTMAP12	prothymosin alpha pseudogene 12	pseudogene	pseudogene	Approved	9q22.32	09q22.32							2018-08-07			2018-08-07	728026	ENSG00000282886	OTTHUMG00000191515			NG_009434																									
HGNC:53983	PTMAP13	prothymosin alpha pseudogene 13	pseudogene	pseudogene	Approved	17q25.1	17q25.1							2018-08-07			2018-08-07	105371898					NG_061475																									
HGNC:53984	PTMAP14	prothymosin alpha pseudogene 14	pseudogene	pseudogene	Approved	Xp22.2	Xp22.2							2018-08-07			2018-08-07	105373140					NG_061479																									
HGNC:53985	PTMAP15	prothymosin alpha pseudogene 15	pseudogene	pseudogene	Approved	8q22.3	08q22.3							2018-08-07			2018-08-07	112935968	ENSG00000255105	OTTHUMG00000165288			NG_064183																									
HGNC:41928	PTP4A1P1	protein tyrosine phosphatase type IVA, member 1 pseudogene 1	pseudogene	pseudogene	Approved	2q24.1	02q24.1							2011-05-19			2011-05-19	100421652	ENSG00000231158	OTTHUMG00000153916			NG_023744														PGOHUM00000240994											
HGNC:41929	PTP4A1P2	protein tyrosine phosphatase type IVA, member 1 pseudogene 2	pseudogene	pseudogene	Approved	12q24.33	12q24.33							2011-05-19			2017-03-23	100499563	ENSG00000255807	OTTHUMG00000167938			NG_027516														PGOHUM00000291840											
HGNC:41930	PTP4A1P3	protein tyrosine phosphatase type IVA, member 1 pseudogene 3	pseudogene	pseudogene	Approved	7q21.13	07q21.13							2011-05-19			2014-11-19	100861469	ENSG00000226254	OTTHUMG00000033517			NG_032021														PGOHUM00000233468											
HGNC:41931	PTP4A1P4	protein tyrosine phosphatase type IVA, member 1 pseudogene 4	pseudogene	pseudogene	Approved	5q14.3	05q14.3							2011-05-19			2014-11-18	100129564	ENSG00000250359	OTTHUMG00000162586			NG_029015														PGOHUM00000235686											
HGNC:41932	PTP4A1P5	protein tyrosine phosphatase type IVA, member 1 pseudogene 5	pseudogene	pseudogene	Approved	Xp21.3	Xp21.3							2011-05-19			2014-11-18	100289380	ENSG00000235642	OTTHUMG00000021299			NG_022587														PGOHUM00000241217											
HGNC:41933	PTP4A1P6	protein tyrosine phosphatase type IVA, member 1 pseudogene 6	pseudogene	pseudogene	Approved	11q14.2	11q14.2							2011-05-19			2014-11-18	100129472	ENSG00000254727	OTTHUMG00000167215			NG_028980														PGOHUM00000242835											
HGNC:41934	PTP4A1P7	protein tyrosine phosphatase type IVA, member 1 pseudogene 7	pseudogene	pseudogene	Approved	1q25.2	01q25.2							2011-05-19			2014-11-18	100421681	ENSG00000237514	OTTHUMG00000035043			NG_023390														PGOHUM00000244350											
HGNC:9637	PTP4A2P1	protein tyrosine phosphatase type IVA, member 2 pseudogene 1	pseudogene	pseudogene	Approved	17q21.2	17q21.2	h-PRL-1		PTP4AP1	protein tyrosine phosphatase type IVA pseudogene 1			1996-03-14	2009-12-03	2009-12-03	2017-10-30	5767	ENSG00000267185	OTTHUMG00000180239			NG_004085			"8661118|8931711"											PGOHUM00000294439											
HGNC:9638	PTP4A2P2	protein tyrosine phosphatase type IVA, member 2 pseudogene 2	pseudogene	pseudogene	Approved	11q25	11q25			PTP4AP2	protein tyrosine phosphatase type IVA pseudogene 2			1996-03-14	2009-12-03	2009-12-03	2017-10-30	5769	ENSG00000254481	OTTHUMG00000167127		L48937	NG_001182			"8661118|8931711"											PGOHUM00000290767											
HGNC:9653	PTPN2P1	protein tyrosine phosphatase, non-receptor type 2 pseudogene 1	pseudogene	pseudogene	Approved	1q25.2	01q25.2			"PTPN2P|PTPTP1"	protein tyrosine phosphatase, non-receptor type 2 (pseudogene 1)			1991-09-13		2011-03-23	2014-11-19	646981	ENSG00000228196	OTTHUMG00000035074			NG_006956			8325634											PGOHUM00000244353											
HGNC:9654	PTPN2P2	protein tyrosine phosphatase, non-receptor type 2 pseudogene 2	pseudogene	pseudogene	Approved	13q12.3	13q12.3				protein tyrosine phosphatase, non-receptor type 2 (pseudogene 2)			1993-03-03		2011-03-23	2014-11-19	646758	ENSG00000224117	OTTHUMG00000016674			NG_011398			8325634											PGOHUM00000248558											
HGNC:23424	PTPN20CP	protein tyrosine phosphatase, non-receptor type 20C, pseudogene	pseudogene	pseudogene	Approved	10q11.22	10q11.22	bA164N7.3		PTPN20C	protein tyrosine phosphatase, non-receptor type 20C	Protein tyrosine phosphatases, non-receptor type	812	2004-05-27	2013-04-02	2013-04-02	2015-02-03	653045	ENSG00000278561	OTTHUMG00000018166			NG_005691																									
HGNC:13421	PTPRVP	protein tyrosine phosphatase, receptor type V, pseudogene	pseudogene	pseudogene	Approved	1q32.1	01q32.1	"OST-PTP|ESP"		PTPRV		Protein tyrosine phosphatases, receptor type	813	2005-06-07	2010-03-16	2016-01-06	2016-01-06	148713	ENSG00000243323	OTTHUMG00000040524		AJ629456	XM_086287			15358244	MGI:108027																					
HGNC:13422	PTTG3P	pituitary tumor-transforming 3, pseudogene	pseudogene	pseudogene	Approved	8q13.1	08q13.1			PTTG3	pituitary tumor-transforming 3			2004-01-22	2009-08-21	2011-04-15	2018-06-08	26255	ENSG00000213005	OTTHUMG00000164788		AF095289	NR_002734		Q9NZH4	"10806349|29803224"											PGOHUM00000257190											
HGNC:20055	PTTG4P	pituitary tumor-transforming 4 pseudogene	pseudogene	pseudogene	Approved	14q24.2	14q24.2							2003-01-13			2014-11-19	326315	ENSG00000258571	OTTHUMG00000171288			NG_002565																									
HGNC:20200	PUDPP1	pseudouridine 5'-phosphatase pseudogene 1	pseudogene	pseudogene	Approved	Yq11.221	Yq11.221			"FAM16AY|HDHD1BP|HDHD1P1"	"family with sequence similarity 16, member A, Y-linked|HDHD family member 1B, pseudogene|haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 1"	Haloacid dehalogenase like hydrolase domain containing	1377	2003-02-13	2015-08-13	2015-08-13	2015-08-13	327658	ENSG00000234620	OTTHUMG00000036408			NG_002612			"1734713|1284467"											PGOHUM00000233753											
HGNC:20195	PUDPP2	pseudouridine 5'-phosphatase pseudogene 2	pseudogene	pseudogene	Approved	1q21.3	01q21.3			"FAM16B|HDHD1CP|HDHD1P2"	"family with sequence similarity 16, member B|HDHD family member 1C, pseudogene|haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 2"			2003-02-13	2015-08-13	2015-08-13	2015-08-13	327659	ENSG00000233792	OTTHUMG00000013067			NG_002613			1284467											PGOHUM00000244271											
HGNC:38118	PUDPP3	pseudouridine 5'-phosphatase pseudogene 3	pseudogene	pseudogene	Approved	20q11.21	20q11.21			"HDHD1DP|HDHD1P3"	"HDHD family member 1D, pseudogene|haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 3"			2010-04-20	2015-08-13	2015-08-13	2015-08-13	391242	ENSG00000214245	OTTHUMG00000032236			NG_021980														PGOHUM00000247512											
HGNC:49779	PUS7P1	pseudouridylate synthase 7 pseudogene 1	pseudogene	pseudogene	Approved	9p22.2	09p22.2							2014-02-14			2014-02-14	100421790					NG_023877														PGOHUM00000236397											
HGNC:48897	PVRIG2P	poliovirus receptor related immunoglobulin domain containing 2, pseudogene	pseudogene	pseudogene	Approved	7q22.1	07q22.1							2013-06-26			2016-11-09	101752334	ENSG00000235333	OTTHUMG00000156886			NR_103728																									
HGNC:39709	PWWP2AP1	PWWP domain containing 2A pseudogene 1	pseudogene	pseudogene	Approved	13q31.1	13q31.1							2011-03-23			2011-03-23	100129459	ENSG00000226683	OTTHUMG00000017142			NG_011459														PGOHUM00000248646											
HGNC:51820	PYHIN5P	pyrin and HIN domain family member 5, pseudogene	pseudogene	pseudogene	Approved	1q23.1	01q23.1				pyrin and HIN domain family, member 5, pseudogene	"Pyrin domain containing|Pyrin and HIN domain family"	"994|995"	2015-06-16		2015-11-18	2015-11-18	646377	ENSG00000229849	OTTHUMG00000022771			NG_029130																									
HGNC:9749	PYY2	peptide YY 2 (pseudogene)	pseudogene	pseudogene	Approved	17q11.2	17q11.2		seminalplasmin		peptide YY, 2 (seminalplasmin)			1999-10-19		2016-08-08	2016-10-05	23615	ENSG00000237575	OTTHUMG00000132450		AF222904	NR_003064		Q9NRI6	7831336					606637																	
HGNC:31855	PYY3	peptide YY 3 (pseudogene)	pseudogene	pseudogene	Approved	Xp11.22	Xp11.22	OTTHUMG00000021515			peptide YY, 3			2006-07-04		2016-08-08	2016-08-08	644059	ENSG00000181977	OTTHUMG00000021515			NG_007615		Q5JQD4					PYY3							PGOHUM00000260961											
HGNC:43667	QRSL1P1	QRSL1 pseudogene 1	pseudogene	pseudogene	Approved	1q24.2	01q24.2				glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 pseudogene 1			2012-01-26		2018-08-09	2018-08-09	730016	ENSG00000215833	OTTHUMG00000034645			NG_009546														PGOHUM00000244326											
HGNC:43668	QRSL1P2	QRSL1 pseudogene 2	pseudogene	pseudogene	Approved	1q41	01q41				glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 pseudogene 2			2012-01-26		2018-08-09	2018-08-09	100422330	ENSG00000227613	OTTHUMG00000037422			NG_027044														PGOHUM00000244436											
HGNC:43669	QRSL1P3	QRSL1 pseudogene 3	pseudogene	pseudogene	Approved	14q13.2	14q13.2				glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 pseudogene 3			2012-01-26		2018-08-09	2018-08-09	100422374	ENSG00000257957	OTTHUMG00000170562			NG_027348														PGOHUM00000248135											
HGNC:39179	QTRT1P1	queuine tRNA-ribosyltransferase catalytic subunit 1 pseudogene 1	pseudogene	pseudogene	Approved	Xq23	Xq23				queuine tRNA-ribosyltransferase 1 pseudogene 1			2010-11-16		2016-02-23	2016-02-23	100420656	ENSG00000270524	OTTHUMG00000184984			NG_026873														PGOHUM00000241955											
HGNC:44056	R3HDM2P1	R3H domain containing 2 pseudogene 1	pseudogene	pseudogene	Approved	4q28.3	04q28.3							2012-05-30			2014-11-19	100419742	ENSG00000248735	OTTHUMG00000161300			NG_025254														PGOHUM00000246082											
HGNC:44057	R3HDM2P2	R3H domain containing 2 pseudogene 2	pseudogene	pseudogene	Approved	6q16.3	06q16.3							2012-05-30			2014-11-19	100129694	ENSG00000216817	OTTHUMG00000015285			NG_022319														PGOHUM00000243310											
HGNC:23683	RAB1C	RAB1C, member RAS oncogene family pseudogene	pseudogene	pseudogene	Approved	9p13.2	09p13.2				RAB1C, member RAS oncogene family	RAB, member RAS oncogene GTPases	388	2005-12-22		2007-08-10	2016-10-05	441400	ENSG00000233111	OTTHUMG00000019925			NG_005395		Q92928																							
HGNC:45104	RAB5CP1	RAB5C, member RAS oncogene family pseudogene 1	pseudogene	pseudogene	Approved	10q22.2	10q22.2							2013-02-15			2013-02-15	100420734	ENSG00000213731	OTTHUMG00000018501			NG_025447														PGOHUM00000261087											
HGNC:45106	RAB5CP2	RAB5C, member RAS oncogene family pseudogene 2	pseudogene	pseudogene	Approved	5q14.3	05q14.3							2013-02-15			2013-02-15	133789	ENSG00000251356	OTTHUMG00000162620			NG_021889														PGOHUM00000261413											
HGNC:38104	RAB9AP1	RAB9A, member RAS oncogene family pseudogene 1	pseudogene	pseudogene	Approved	Yq11.223	Yq11.223							2010-04-19			2016-10-05	100287200	ENSG00000232910	OTTHUMG00000044985			NG_023018														PGOHUM00000234044											
HGNC:38106	RAB9AP2	RAB9A, member RAS oncogene family pseudogene 2	pseudogene	pseudogene	Approved	Yq11.23	Yq11.23							2010-04-19		2010-07-23	2014-11-19	100287542	ENSG00000223856	OTTHUMG00000045292			NG_022966														PGOHUM00000233874											
HGNC:38107	RAB9AP3	RAB9A, member RAS oncogene family pseudogene 3	pseudogene	pseudogene	Approved	Yq11.23	Yq11.23							2010-04-19		2010-07-23	2016-10-05	100287577	ENSG00000223655	OTTHUMG00000045262			NG_022977														PGOHUM00000233878											
HGNC:38108	RAB9AP4	RAB9A, member RAS oncogene family pseudogene 4	pseudogene	pseudogene	Approved	Yq11.222	Yq11.222							2010-04-19		2010-07-23	2014-11-19	100288397	ENSG00000235479	OTTHUMG00000041986			NG_004636														PGOHUM00000233995											
HGNC:38109	RAB9AP5	RAB9A, member RAS oncogene family pseudogene 5	pseudogene	pseudogene	Approved	Yq11.23	Yq11.23							2010-04-19		2010-07-23	2014-11-19	100287234	ENSG00000231423	OTTHUMG00000044991			NG_022949														PGOHUM00000234048											
HGNC:9793	RAB9BP1	RAB9B, member RAS oncogene family pseudogene 1	pseudogene	pseudogene	Approved	5q21.2-q21.3	05q21.2-q21.3			RAB9P1	RAB9, member RAS oncogene family, pseudogene 1			1999-03-24	2010-04-19	2010-04-19	2018-02-13	9366	ENSG00000232159	OTTHUMG00000164279		U44105	NR_000039			9126495											PGOHUM00000235722											
HGNC:45188	RAB11AP1	RAB11A, member RAS oncogene family pseudogene 1	pseudogene	pseudogene	Approved	10q23.33	10q23.33							2013-03-05			2013-03-05	100129731	ENSG00000227995	OTTHUMG00000018778			NG_022154														PGOHUM00000258503											
HGNC:45189	RAB11AP2	RAB11A, member RAS oncogene family pseudogene 2	pseudogene	pseudogene	Approved	12q14.3	12q14.3							2013-03-05			2013-03-05	106480447	ENSG00000255976	OTTHUMG00000169050			NG_043433														PGOHUM00000239504											
HGNC:42366	RAB11FIP1P1	RAB11 family interacting protein 1 pseudogene 1	pseudogene	pseudogene	Approved	Xq13.2	Xq13.2				RAB11 family interacting protein 1 (class I) pseudogene 1			2011-07-05		2016-04-29	2016-04-29	646080	ENSG00000228492	OTTHUMG00000021849			NG_007008														PGOHUM00000257272											
HGNC:50380	RAB28P1	RAB28, member RAS oncogene family pseudogene 1	pseudogene	pseudogene	Approved	9p12	09p12							2014-04-24			2014-04-24	100133203	ENSG00000226108	OTTHUMG00000067166			NG_011918														PGOHUM00000236489											
HGNC:50381	RAB28P2	RAB28, member RAS oncogene family pseudogene 2	pseudogene	pseudogene	Approved	9q13	09q13							2014-04-24			2015-03-04	100129331	ENSG00000236825	OTTHUMG00000013220			NG_011915														PGOHUM00000303861											
HGNC:50382	RAB28P3	RAB28, member RAS oncogene family pseudogene 3	pseudogene	pseudogene	Approved	9p11.1	09p11.1							2014-04-24			2016-10-05	100132772	ENSG00000227353	OTTHUMG00000013227			NG_011917														PGOHUM00000236106											
HGNC:51548	RAB28P4	RAB28, member RAS oncogene family pseudogene 4	pseudogene	pseudogene	Approved	9q21.11	09q21.11							2015-03-04			2015-03-04	100132871	ENSG00000276894	OTTHUMG00000188565			NG_011919														PGOHUM00000303916											
HGNC:51547	RAB28P5	RAB28, member RAS oncogene family pseudogene 5	pseudogene	pseudogene	Approved	Xq26.3	Xq26.3							2015-03-04			2015-03-04	100128416	ENSG00000225400	OTTHUMG00000022516			NG_023397														PGOHUM00000305354											
HGNC:19799	RAB42P1	RAB42, member RAS oncogene family, pseudogene 1	pseudogene	pseudogene	Approved	14q32.11	14q32.11			"RAB42|RAB42P"	"RAB42, member RAS homolog family|RAB42, member RAS homolog family, pseudogene|RAB42, member RAS oncogene family, pseudogene"			2003-01-13	2010-03-04	2010-03-04	2012-11-02	646996	ENSG00000230997	OTTHUMG00000171015			NG_009574																									
HGNC:33153	RAB43P1	RAB43 pseudogene 1	pseudogene	pseudogene	Approved	16q11.2	16q11.2	RAB41P		RAB43P	RAB43 pseudogene			2006-10-16	2010-03-04	2010-03-04	2012-11-02	440375	ENSG00000259856	OTTHUMG00000175598			NG_005358			15018353											PGOHUM00000259069											
HGNC:39791	RABEPKP1	Rab9 effector protein with kelch motifs pseudogene 1	pseudogene	pseudogene	Approved	13q21.33	13q21.33							2011-03-29			2011-03-29	100421226	ENSG00000225801	OTTHUMG00000017060			NG_024937														PGOHUM00000248626											
HGNC:31001	RAC1P1	Rac family small GTPase 1 pseudogene 1	pseudogene	pseudogene	Approved	18q11.2	18q11.2	HsT2789			ras-related C3 botulinum toxin substrate 1 pseudogene 1			2004-01-05		2017-08-08	2017-10-30	387612	ENSG00000266520	OTTHUMG00000179504			NG_005321														PGOHUM00000294629											
HGNC:31414	RAC1P2	Rac family small GTPase 1 pseudogene 2	pseudogene	pseudogene	Approved	4p12	04p12	Psi2Rac1			ras-related C3 botulinum toxin substrate 1 pseudogene 2			2004-04-15		2017-08-08	2017-08-08	442775	ENSG00000249936	OTTHUMG00000160545			NG_005326			15474301											PGOHUM00000245512											
HGNC:31833	RAC1P3	Rac family small GTPase 1 pseudogene 3	pseudogene	pseudogene	Approved	13q14.11	13q14.11	Psi3Rac1			ras-related C3 botulinum toxin substrate 1 pseudogene 3			2004-11-05		2017-08-08	2017-08-08	492295	ENSG00000231404	OTTHUMG00000016788			NG_004753			15474301											PGOHUM00000248381											
HGNC:31113	RAC1P4	Rac family small GTPase 1 pseudogene 4	pseudogene	pseudogene	Approved	Xq26.3	Xq26.3	Psi4Rac1		RAC4	"ras-related C3 botulinum toxin substrate family member 4|ras-related C3 botulinum toxin substrate 1 pseudogene 4"			2004-02-17	2004-10-15	2017-08-08	2017-08-08	286472	ENSG00000237584	OTTHUMG00000022523			XM_210062			15474301				RAC1P4							PGOHUM00000241574											
HGNC:30593	RAC1P5	Rac family small GTPase 1 pseudogene 5	pseudogene	pseudogene	Approved	4q25	04q25	Psi1Rac1			ras-related C3 botulinum toxin substrate 1 pseudogene 5			2004-11-05		2017-08-08	2017-08-08	402183	ENSG00000213522	OTTHUMG00000161008		AF542527	NG_005324			15474301											PGOHUM00000245647											
HGNC:42006	RAC1P6	Rac family small GTPase 1 pseudogene 6	pseudogene	pseudogene	Approved	7q31.2	07q31.2				ras-related C3 botulinum toxin substrate 1 pseudogene 6			2011-05-31		2017-08-08	2017-08-08	100422657	ENSG00000226962	OTTHUMG00000065374			NG_026506														PGOHUM00000232968											
HGNC:42007	RAC1P7	Rac family small GTPase 1 pseudogene 7	pseudogene	pseudogene	Approved	1q42.2	01q42.2				ras-related C3 botulinum toxin substrate 1 pseudogene 7			2011-05-31		2017-08-08	2017-08-08	100874390	ENSG00000236101	OTTHUMG00000057831			NG_032389														PGOHUM00000244483											
HGNC:42005	RAC1P8	Rac family small GTPase 1 pseudogene 8	pseudogene	pseudogene	Approved	13q21.31	13q21.31				ras-related C3 botulinum toxin substrate 1 pseudogene 8			2011-05-31		2017-08-08	2017-08-08	100874398	ENSG00000234033	OTTHUMG00000017013			NG_032388																									
HGNC:50774	RAC1P9	Rac family small GTPase 1 pseudogene 9	pseudogene	pseudogene	Approved	7p12.1	07p12.1				ras-related C3 botulinum toxin substrate 1 pseudogene 9			2014-06-18		2017-08-08	2017-08-08	100422658	ENSG00000271306	OTTHUMG00000184468			NG_026567														PGOHUM00000233232											
HGNC:24689	RACGAP1P	Rac GTPase activating protein 1 pseudogene	pseudogene	pseudogene	Approved	12q12	12q12	FKSG42						2006-01-06			2014-11-19	83956	ENSG00000257331			AF334184	NR_026583														PGOHUM00000239430											
HGNC:49479	RAD1P1	RAD1 pseudogene 1	pseudogene	pseudogene	Approved	10q26.11	10q26.11				RAD1 homolog pseudogene 1			2013-12-20		2014-08-08	2014-08-08	100128880	ENSG00000234569	OTTHUMG00000019152			NG_022192														PGOHUM00000238938											
HGNC:49480	RAD1P2	RAD1 pseudogene 2	pseudogene	pseudogene	Approved	1q23.1	01q23.1				RAD1 homolog pseudogene 2			2013-12-20		2014-08-08	2014-08-08	100129690	ENSG00000233473	OTTHUMG00000037180			NG_022741														PGOHUM00000244302											
HGNC:9808	RAD17P1	RAD17 checkpoint clamp loader component pseudogene 1	pseudogene	pseudogene	Approved	7p21.1	07p21.1	HRAD17P1			"RAD17 (S. pombe) homolog, pseudogene 1|RAD17 homolog (S. pombe) pseudogene 1"			1999-02-15		2015-06-22	2016-10-05	9207	ENSG00000232400	OTTHUMG00000152462		AJ131309	NG_002929														PGOHUM00000232602											
